AccountID,TransactionID,TransactionAmount,TransactionCurrencyCode,LocalHour,TransactionScenario,TransactionType,TransactionIPaddress,IpState,IpPostalCode,IpCountry,IsProxyIP,BrowserLanguage,PaymentInstrumentType,CardType,PaymentBillingPostalCode,PaymentBillingState,PaymentBillingCountryCode,ShippingPostalCode,ShippingState,ShippingCountry,CvvVerifyResult,DigitalItemCount,PhysicalItemCount,TransactionDateTime
J4985869812461682,D94G88TL-QTRD-9GLK-2T83-61IVPFK11YUH,472.11,EUR,1,A,P,99.232,ontario,m3h 6a7,ca,FALSE,en-CA,CREDITCARD,VISA,L9B 2E6,ON,CA,L9B 2E6,ON,CA,M,10,10,2/5/2008 21:17
M2947372337217778,9L8N5JVO-7FOR-0O7Z-G3HA-FYYKBVKV36V0,837.79,USD,12,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,VISA,1746,MA,US,1746,MA,US,M,9,18,2/23/2007 7:10
R8184205193688433,TKOP2GDJ-I864-APFK-W0H9-ZQCAWRDM6SE0,1898.31,USD,8,A,P,108.7,massachusetts,2118,us,FALSE,en-US,CREDITCARD,AMEX,2739,MA,US,2739,MA,US,M,10,19,7/28/2007 22:10
N5948564190473276,SNMIPQXI-PGGT-6EV5-QNW8-VPS3PQ9KFF1S,1093.68,EUR,0,A,P,201.247,san salvador,1702,sv,FALSE,en-US,CREDITCARD,AMEX,91501,CA,US,91501,CA,US,M,3,7,2/10/2007 20:45
A8879282492639718,Y5BFYE2C-8SME-RB1M-040M-IBSZMXIWZ3FC,1623.67,USD,22,A,P,196.205,al jizah,12564,eg,FALSE,ar-EG,CREDITCARD,VISA,12411,,EG,12411,,EG,M,3,22,7/12/2007 13:20
R8363591653804385,3OC7X95I-81T7-USK8-G3A8-HNE252SDO66S,1861.94,USD,22,A,P,201.58,minas gerais,35010-000,br,FALSE,pt-BR,CREDITCARD,VISA,30140-060,MG,BR,30140-060,MG,BR,M,8,10,3/22/2007 19:09
I7798465990536957,1A6Y9KXW-68BZ-I6KW-H1NI-IVWE1HP9X6CS,478.61,SEK,12,A,P,12.13,california,95122,us,FALSE,en-US,CREDITCARD,JCB,77095,TX,US,77095,TX,US,M,7,22,6/25/2007 11:49
E6057545157305082,BPLXTT72-25EL-C9FK-CEH8-SA4MOZPZNGL6,681.58,JPY,3,A,P,190.19,ciudad de buenos aires,1000,ar,FALSE,es-AR,CREDITCARD,VISA,5147,C�rdoba,AR,5147,C�rdoba,AR,M,10,13,6/22/2007 12:07
R2426193382057953,AM600VNF-XUVO-I0P5-0V0L-3RCLRQ3ROAB1,1327.75,CHF,23,A,P,202.166,none,0,sg,FALSE,en-SG,CREDITCARD,MC,587975,,SG,587975,,SG,M,5,3,3/7/2007 5:43
C6810957871644958,9J0SA3NZ-4I5B-8LWH-P4OF-XMKV8V41466W,229.55,USD,1,A,P,99.46,north carolina,27608,us,FALSE,en-US,PAYPAL,VISA,27519,NC,US,27519,NC,US,M,9,8,10/8/2007 22:13
O1918424724057713,SE02X32P-XHUX-RBLL-JJ7K-GDORLRM6R9Z5,212.68,USD,11,A,P,93.228,bayern,80331,de,FALSE,en-US,CREDITCARD,VISA,,,DE,,,DE,M,0,20,7/22/2007 14:34
P7359605094808346,OZ3O93DQ-EBUO-L735-5040-M1V4YQKCQOZP,1629.39,SEK,17,A,P,202.36,auckland,1001,nz,FALSE,en-NZ,CREDITCARD,VISA,3116,,NZ,3116,,NZ,M,6,9,3/27/2007 12:23
C8525940199471446,GPB26U6D-C248-Q000-89DH-2DKUZJSM1ELT,1197.97,USD,6,A,P,98.95,mississippi,39203,us,FALSE,en-US,CREDITCARD,,,,US,,,US,M,0,4,12/16/2007 0:35
D2573997324115996,3XPA5PUP-SAKC-Z0T4-SMK9-IIOG9VHLOAWZ,882.76,USD,4,A,P,12.111,california,90034,us,FALSE,en-US,PAYPAL,MC,90034,CA,US,90034,CA,US,M,7,15,3/23/2007 5:19
L7048320647667496,YK01Z6AC-N8BA-K883-ORJP-KJAAH7JD51E1,1300.17,USD,23,A,P,122.149,new south wales,1005,au,FALSE,en-AU,CREDITCARD,VISA,2640,New South Wales,AU,2640,New South Wales,AU,M,0,5,4/6/2007 8:30
J2200932385734704,14B4VR6V-1NTZ-STC5-7HFQ-AJYQX3ETIMII,1919.59,RUB,20,A,P,70.17,nevada,89146,us,FALSE,en-US,PAYPAL,AMEX,,,US,,,US,M,2,23,5/31/2007 21:05
E8455632062467471,3WG2589D-IQQ5-85GA-C60B-D5BXHVMR0NDF,1984.6,USD,23,A,P,69.92,arizona,86036,us,FALSE,en-US,CREDITCARD,VISA,86314,AZ,US,86314,AZ,US,M,1,2,8/29/2007 19:11
U3246766971101719,4AOLT4GK-QHXO-V5EY-PCM9-782DIT7A27J1,1214.98,USD,6,A,P,24.31,kansas,66210,us,FALSE,en-US,CREDITCARD,VISA,66207,KS,US,66207,KS,US,M,4,3,6/17/2007 7:19
Y1156134252556990,VTZCYFNS-ZOJD-UYQI-WWXG-DS0TQW8FYGZO,393.83,USD,9,A,P,108.54,new york,10020,us,FALSE,en-US,CREDITCARD,MC,11779,NY,US,11779,NY,US,M,3,13,8/14/2007 7:40
U7549890332713154,LGKO6B2S-ZUKV-JA1L-HTFU-S9PYV7QJLL5M,844.25,EUR,10,A,P,84.98,hauts-de-seine,92100,fr,FALSE,fr-FR,PAYPAL,MC,69200,,FR,69200,,FR,M,5,7,4/4/2007 7:01
U6633616414811796,TO1UDQTR-MT55-H6BZ-O19S-MENYHZ6P1EI2,1383.81,EUR,10,A,P,72.64,florida,33603,us,FALSE,en-US,CREDITCARD,VISA,41005,KY,US,41005,KY,US,M,2,23,5/12/2007 18:42
C9544824637602582,0MXEH09B-451X-EC8S-921A-UYH3IV9AORZ3,1597.46,GBP,1,A,P,76.27,utah,84105,us,FALSE,en-US,CREDITCARD,,84047,UT,US,84047,UT,US,M,10,13,3/28/2007 5:45
J6234608881883163,2RAWSRUT-JH8V-TUHX-GJ24-ZEM3O0576W6G,1436.29,USD,18,A,P,50.73,illinois,60126,us,FALSE,en-US,CREDITCARD,VISA,60110,IL,US,60110,IL,US,M,5,8,2/25/2007 0:09
H8779674321667477,F2PASOOR-J9NK-6D3A-FLRF-QLAEZ44PG88C,1903.81,USD,2,A,P,99.122,georgia,30084,us,FALSE,en-US,CREDITCARD,VISA,31024,GA,US,31024,GA,US,M,0,3,7/22/2007 13:30
T2957464918775696,XP9C5TBF-TAOS-3GEO-JKNK-PNDCB2KZ3CHW,1436.44,USD,8,A,P,1.174,t'ai-pei,0,tw,FALSE,zh-TW,CREDITCARD,AMEX,80788,,TW,80788,,TW,M,3,24,6/30/2007 14:09
Z9309544750321751,CKZ90QQU-T3G6-UUWJ-EAXN-SJSDHWOQDYL3,1941.82,BRL,6,A,P,69.4,california,95678,us,FALSE,en-US,CREDITCARD,AMEX,95624,CA,US,95624,CA,US,M,10,12,6/17/2007 1:23
K8518228693914092,WES76FKS-WK82-AG92-JPJR-PSU0NSMMXJOD,1283.86,USD,8,A,P,71.4,new jersey,7103,us,FALSE,en-US,CREDITCARD,MC,10025,NY,US,10025,NY,US,M,10,11,2/10/2007 9:17
N2949747580496679,0R84P0LF-SSFF-CSBU-E8JI-N8Y890ZTIR2S,1366.8,CAD,18,A,P,98.201,texas,77007,us,FALSE,en-US,CREDITCARD,,77007,TX,US,77007,TX,US,M,7,21,4/16/2007 4:35
R3882662573209028,D8WW8R3X-0CJM-TMGL-YKXG-GKPLYX2U6TCR,1127.95,USD,2,A,P,134.48,wisconsin,53201,us,FALSE,en-US,CREDITCARD,VISA,53211,WI,US,53211,WI,US,M,0,21,4/11/2007 11:35
T1653517457712640,KH13WW4H-CAW7-OL3W-2QBA-BAROHA0JILVJ,1204.41,USD,7,A,P,120.15,victoria,3000,au,FALSE,en-AU,CREDITCARD,VISA,3206,Victoria,AU,3206,Victoria,AU,M,5,9,2/10/2007 22:06
W7520104266272091,42R5N6KR-ALT0-2ZQP-GPYF-PQ52XMHLW4AV,1959.27,GBP,22,A,P,216.15,new york,14534,us,FALSE,en-US,PAYPAL,VISA,65809,MO,US,65809,MO,US,X,5,19,2/19/2007 14:16
Z6873216231724712,8JKVZX3Y-A0M5-BG4T-5BEQ-7Z96HFIAH410,467.22,USD,9,A,P,220.253,western australia,6000,au,FALSE,en-US,CREDITCARD,MC,56093,MN,US,56093,MN,US,M,5,6,2/20/2007 0:43
B8448478158559842,ZHTOSI13-SEYJ-GCUB-GIN6-QQOYCHBBVA9Y,725.01,USD,0,A,P,24.149,virginia,24588,us,FALSE,en-US,CREDITCARD,VISA,24141,VA,US,24141,VA,US,M,9,2,7/23/2007 3:03
B1882282086969447,02NVT9C6-1LRB-FGNY-AVNW-72IQBFZUQ8HP,133.01,USD,12,A,P,90.83,seine-saint-denis,93300,fr,FALSE,fr-FR,CREDITCARD,MC,92130,,FR,92130,,FR,M,6,11,5/5/2007 22:38
F9789167331265382,VLAYEUS0-42FG-M6CO-X49U-AOE6MEL42B22,1944.92,USD,5,A,P,184.158,wisconsin,54601,us,FALSE,en-US,CREDITCARD,VISA,53818,WI,US,53818,WI,US,,0,23,12/7/2007 18:02
F7030407336248643,RX8ZQITL-BRF8-1ZP3-1BDT-K3P1YKD0USUT,972.71,USD,16,A,P,106.147,osaka,539-0000,jp,TRUE,ja-JP,CREDITCARD,VISA,211-0064,????,JP,211-0064,????,JP,M,4,6,8/19/2007 3:19
W4632353162628577,GVDSEFGJ-7RAW-DOC9-0VC6-KZRWUE1XUKOB,1738.66,EUR,23,A,P,74.96,district of columbia,20026,us,FALSE,en-US,CREDITCARD,MC,,,,,,,M,4,13,3/18/2007 0:12
Q8160690619502050,5WMD7GZT-XIKO-7VIQ-MNEG-BW2UBEWVLW5E,301.66,USD,10,A,P,86.167,birmingham,b1,gb,FALSE,en-GB,CREDITCARD,AMEX,ST11 9RD,,GB,ST11 9RD,,GB,,0,10,4/21/2007 2:05
R4487223470819117,AJCB0NCZ-QY0X-9FCB-VTFR-TYJXL71VTHFC,469.83,USD,15,A,P,109.154,staffordshire,ws11,gb,NA,en-GB,CREDITCARD,MC,SY108LG,,GB,SY108LG,,GB,,5,25,4/23/2007 21:39
E7804629723932310,ARKQJ2O6-H7F1-RKPM-4ZI4-XNKG7Q8OPVXV,1916.06,CAD,16,A,P,99.57,california,95050,us,FALSE,en-US,CREDITCARD,DISCOVER,94513,CA,US,94513,CA,US,M,7,25,3/24/2007 23:58
T1902939458523883,9VDMJU5K-WG9J-POZ2-7VDD-Z8BTI93XSL4C,824.26,USD,14,A,P,97.71,michigan,48206,us,FALSE,en-US,CREDITCARD,AMEX,48150,MI,US,48150,MI,US,M,1,6,5/17/2007 12:51
G4296725915262992,8B5UORY5-PF5E-74TI-IX9O-FOFMZ4OVFUOI,1903.96,USD,7,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,VISA,30189,GA,US,30189,GA,US,M,8,4,4/12/2007 2:59
Z5485580868556063,O2NU50F2-I5D8-RT8Q-HKP1-UYFKPZK589L1,1395.99,GBP,3,A,P,209.49,georgia,30309,us,FALSE,en-US,CREDITCARD,MC,31052,GA,US,31052,GA,US,M,3,8,8/9/2007 17:38
D2571910150495723,3UCCXHHT-SR1O-RZ91-XVCE-BU8FI5KBIMVI,551.42,GBP,22,A,P,173.162,michigan,48187,us,FALSE,en-US,CREDITCARD,VISA,48103,MI,US,48103,MI,US,M,3,25,8/21/2007 12:33
L5477597910235197,VHRPILLG-3T92-QF6H-6B0U-8QXDZIE7U51Z,1989.6,USD,7,A,P,98.209,michigan,49503,us,FALSE,en-US,CREDITCARD,DISCOVER,,,US,,,US,M,2,1,6/10/2007 10:37
Y8877397762777043,FRWZSYPM-PMBS-GM78-6Q3M-1TGNTYAE69G7,301.12,EUR,8,A,P,38.105,district of columbia,20026,us,FALSE,en-US,CREDITCARD,AMEX,22182,VA,US,22182,VA,US,M,2,7,3/3/2007 10:36
M2250697244891894,7MTAJDF2-0MBV-S9UN-TMNZ-FZLS5S00MBR9,71.76,USD,11,A,P,76.216,illinois,60804,us,FALSE,en-US,CREDITCARD,MC,19120,PA,US,19120,PA,US,M,3,1,3/15/2007 12:59
R4316762842688797,G1KW7NRE-5KV1-J2LU-9D22-IMH60HPDH8YM,1576.5,CAD,16,A,P,212.181,stockholms lan,11858,se,FALSE,sv-SE,CREDITCARD,VISA,12062,,SE,12062,,SE,M,8,0,3/1/2007 3:02
X3289688010117371,46EQR1LC-AXXS-WN96-9P9O-U5KR530UYDVW,794.64,USD,6,A,P,65.129,idaho,83706,us,FALSE,en-US,CREDITCARD,MC,83642,ID,US,83642,ID,US,M,5,15,2/14/2007 13:59
K7583478956607660,F3YLIAT5-JCDG-0BXS-UJOE-5C6FD208Y4JI,462.41,CHF,17,A,P,109.145,greater london,ec1a,gb,FALSE,en-GB,CREDITCARD,MC,CT21 4QA,,GB,CT21 4QA,,GB,M,9,7,2/17/2007 5:06
V9340556333554847,QIF1G13B-XXXD-PGRR-6YS2-CYOT4ATHX4B6,1966.35,USD,20,A,P,67.165,pennsylvania,18974,us,FALSE,en-US,CREDITCARD,MC,18902,PA,US,18902,PA,US,M,10,7,5/31/2007 14:43
Y6669395658898624,VA9459HJ-04LJ-35XH-QHQO-3Z74W62SW7NZ,1742.5,USD,17,A,P,110.143,victoria,3000,au,FALSE,en-AU,CREDITCARD,VISA,3162,Victoria,AU,3162,Victoria,AU,M,8,23,6/23/2007 6:18
V8914149968045121,0Y494GLZ-1N84-AEED-EZNE-3R2XO3Y1C2GM,1351.67,USD,14,A,P,81.155,manchester,m1,gb,FALSE,en-GB,CREDITCARD,DISCOVER,PL19 9FX,,GB,PL19 9FX,,GB,M,8,24,2/23/2007 4:44
Z9163973147725861,BZJIF159-4BF9-I93O-483A-G58RE9B9LZVT,1260.9,EUR,9,A,P,188.134,sankt-peterburg,195269,ru,FALSE,ru-RU,PAYPAL,MC,198262,,RU,198262,,RU,M,0,14,8/20/2007 1:33
U1687482487425035,T203YVP1-VNY2-VQ5K-G43G-J5OK69ZGKZCN,625.92,USD,1,A,P,98.94,north carolina,28704,us,FALSE,en-US,CREDITCARD,VISA,28753,NC,US,28753,NC,US,M,1,9,2/27/2007 8:31
S8175292255529203,PQ0ZSJ3I-GUZV-MWJT-9Z2V-M9EWSB7NOU57,1580.78,JPY,10,A,P,152.1,north carolina,27606,us,FALSE,en-US,CREDITCARD,VISA,27703,NC,US,27703,NC,US,M,4,25,3/27/2007 20:17
K8139501880898624,A6GP28SI-9JPY-PH98-0BLA-TPNSCZDWU4G2,421.07,USD,19,A,P,72.91,florida,33603,us,FALSE,en-US,CREDITCARD,,34688,FL,US,34688,FL,US,M,5,24,1/7/2008 2:24
S9456888683667007,TJJX7E3L-IU53-SZRW-1SDD-UEHV9GT6C5D2,161.69,USD,2,A,P,94.12,greater london,e14,gb,FALSE,en-GB,PAYPAL,VISA,KY15 5QS,,GB,KY15 5QS,,GB,M,6,14,2/27/2007 2:44
W7603591886497554,UFPKE3MU-6PH9-LYXG-W4K2-4RJ3LC8Z4RBN,963.3,USD,21,A,P,86.154,sheffield,s1,gb,FALSE,en-GB,CREDITCARD,MC,BA13 4RQ,,GB,BA13 4RQ,,GB,M,0,24,2/19/2007 20:55
H5529579514485384,R4D26HG3-7QBZ-C618-OEUX-TS2EGVA9UY8T,1491.82,USD,3,A,P,24.14,ohio,44647,us,FALSE,en-US,CREDITCARD,VISA,43701,OH,US,43701,OH,US,M,5,15,6/5/2007 12:18
X8847530570779936,1O8QUIZ1-C40G-16BC-NBT9-YLW04AK9MD2Z,209.4,USD,20,A,P,71.64,ohio,45217,us,FALSE,en-US,CREDITCARD,VISA,45005,OH,US,45005,OH,US,M,8,19,9/1/2007 15:51
I3132142919418501,LN8OUHWY-6DLX-P78Z-W3KS-JS9NSIYI65O3,896,DKK,19,A,P,209.124,maryland,21230,us,FALSE,en-US,CREDITCARD,VISA,21093,MD,US,21093,MD,US,M,10,6,11/7/2007 10:57
B2524512645155074,8LKW5I8V-F0OP-55I3-H9B8-KUNKS5TFRZ21,1935.52,EUR,16,A,P,68.43,michigan,48093,us,FALSE,en-US,PAYPAL,VISA,48093,MI,US,48093,MI,US,,1,13,8/29/2007 16:27
D4744656024466041,U03D0ZVS-4YYE-GA6V-M71Y-3C1273G9J9UH,229.14,PLN,13,A,P,173.63,new jersey,7103,us,FALSE,en-US,CREDITCARD,,7730,NJ,US,7730,NJ,US,M,9,1,3/3/2007 16:56
W7024953411864162,8PJHE8MO-0VTU-K1F8-L4NG-ORI908UEN4F7,1030.74,USD,9,A,P,24.186,new york,11226,us,FALSE,en-US,CREDITCARD,AMEX,11238,NY,US,11238,NY,US,M,9,25,2/16/2007 19:41
Y6331847986992298,LGHVU2X2-ROAY-DPHI-XPJL-RJU6MYUIMWEV,1124.69,EUR,4,A,P,174.54,pennsylvania,17601,us,FALSE,en-US,CREDITCARD,VISA,17602,PA,US,17602,PA,US,M,4,16,2/10/2007 11:25
W6348761153124744,6HI2W8AG-JBVF-1XRM-Q9AJ-DEV2BD4WG570,1251.98,USD,8,A,P,82.238,seine-et-marne,77400,fr,FALSE,en-US,CREDITCARD,VISA,,,FR,,,FR,M,1,5,2/20/2007 9:21
V8814293717364932,36GL4MAJ-9DFZ-51OY-5GN4-NZRM53D55NTV,839.68,USD,22,A,P,69.251,maryland,21201,us,FALSE,en-US,CREDITCARD,,21224,MD,US,21224,MD,US,M,9,18,2/11/2007 4:31
Y6589266816641541,L3CSNK3U-GBOU-VSYT-KHEC-NPR21O07TNMZ,1581.29,USD,10,A,P,71.103,california,90006,us,FALSE,en-US,CREDITCARD,VISA,92555,CA,US,92555,CA,US,M,2,13,10/19/2007 8:28
G9374136537906745,L4QWVBFH-QKH9-AI5G-G8MN-J1XPKMHUCOJG,1649.52,USD,21,A,P,68.102,kansas,66102,us,FALSE,en-US,CREDITCARD,VISA,67220,KS,US,67220,KS,US,M,8,25,5/31/2007 16:46
W5816935026604774,AUJS39R4-4YA3-OS1M-2TVO-WIUHIJ67IDDM,1929.24,USD,6,A,P,211.1,saitama,350-0001,jp,FALSE,ja-JP,CREDITCARD,MC,229-1198,????,JP,229-1198,????,JP,M,1,24,2/18/2007 0:55
W3762994279598562,1LVA8VKX-SWZW-FVCP-AC6K-QTJLMOIT6XP0,733.67,USD,19,A,P,108.125,new jersey,8110,us,TRUE,en-US,CREDITCARD,VISA,44870,OH,US,44870,OH,US,M,9,11,6/10/2007 13:50
B5009878869768298,IILS7UW2-RZFC-A98C-QM0M-Y1ODD7V4KA7L,754.81,USD,18,A,P,86.183,greater london,e10,gb,FALSE,en-GB,CREDITCARD,,MK42 0HL,,GB,MK42 0HL,,GB,M,7,23,7/14/2007 18:41
T6814602438933950,WEB8JO84-T4MH-V1JL-7S9B-RBTSCUC6GLM9,73.6,CAD,11,A,P,188.3,manchester,m1,gb,TRUE,en-GB,PAYPAL,VISA,RM15 6HZ,,GB,RM15 6HZ,,GB,M,9,24,3/10/2007 14:23
P7576367299602275,6PZFXSTD-N2DM-BMG6-3RYW-MT6V6M6FH073,1387.29,GBP,11,A,P,204.119,none,968,pr,FALSE,en-US,CREDITCARD,MC,969,,PR,969,,PR,M,2,14,6/25/2007 21:16
N7366912524377162,7P8DWSNE-DT5X-BQSA-PWRP-TF8YPMBBX8DU,507.57,USD,7,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,VISA,10451,NY,US,10451,NY,US,M,6,25,3/14/2007 11:49
F2087660261351338,MZMWUI06-3ESB-NIG1-07U8-4K1DQWVPIEEB,1725.65,ILS,17,A,P,216.189,minnesota,56464,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,7,7,3/20/2007 17:27
V9010299668121312,UBXGCR4A-0MNJ-X5KV-8TCQ-0JMKBP91WXZJ,305.24,AUD,19,A,P,99.6,california,92805,us,FALSE,en-US,CREDITCARD,MC,92801,CA,US,92801,CA,US,M,9,2,6/16/2007 12:25
A8606466924423187,Z9201XHJ-CTJE-U08F-S3QZ-UP4NRFN67P0O,251.68,USD,22,A,P,71.237,colorado,80129,us,FALSE,en-US,CREDITCARD,VISA,80401,CO,US,80401,CO,US,M,3,12,11/14/2007 0:43
M1969551793693922,KZF5B4BR-FXCI-9YV3-DDTX-TQ7EX01Z8AQM,1320.93,USD,1,A,P,217.124,madrid,28001,es,FALSE,en-US,CREDITCARD,VISA,46767,IN,US,46767,IN,US,M,6,20,4/1/2007 23:51
Z1385392669577229,UIPQHXGI-TDIW-I9LE-QFS8-P2F5LV3E6NKM,920.15,GBP,17,A,P,74.6,minnesota,56303,us,FALSE,en-US,CREDITCARD,MC,56320,MN,US,56320,MN,US,M,2,1,2/10/2007 14:04
C1175198431077178,BL6U5O4M-FZXK-OWZV-1KR3-CKP3LZDEUYUL,1198.68,USD,9,A,P,216.15,new york,14534,us,FALSE,en-CA,CREDITCARD,VISA,E3A4Z5,NB,CA,E3A4Z5,NB,CA,M,3,18,7/6/2007 1:13
Z1076552578463810,DACT52FI-SOQ4-42BR-4IFZ-UHM5KLA0T6FV,579.9,USD,5,A,P,172.251,california,90049,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,,6,5,5/9/2007 0:28
G5447158178554199,CG71047U-K6BD-2TWV-DND5-A53HAW4EERVH,566.55,HKD,7,A,P,74.104,massachusetts,2118,us,FALSE,en-US,CREDITCARD,,1886,MA,US,1886,MA,US,M,2,20,12/8/2007 3:50
G6030645056527350,0U9DVD1O-B7UH-HW10-W4TV-LIJI05AOCG3V,213.11,USD,22,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,,93013,CA,US,93013,CA,US,M,6,17,6/23/2007 0:50
U9306541826908930,I79MEOYF-SG4Y-J225-RE5U-LU3N6HZ3EB77,1206.72,USD,11,A,P,91.61,nordrhein-westfalen,47799,de,FALSE,de-DE,CREDITCARD,VISA,,,,,,,M,8,13,2/11/2007 4:41
K2197132416034023,G2RMTT9J-4BYQ-5755-AO0H-6TOOIUXZLDLX,389.11,CAD,0,A,P,173.217,louisiana,71111,us,FALSE,en-US,CREDITCARD,VISA,71112,LA,US,71112,LA,US,M,1,12,4/24/2007 1:11
T7495257118292711,Q76C0J4H-90VW-4NQK-BOVY-BYKHC69QMTEY,751.31,USD,0,A,P,90.33,cote-d'or,21000,fr,FALSE,fr-FR,PAYPAL,VISA,39300,,FR,39300,,FR,M,0,18,11/18/2007 6:05
C9075954167591234,T4W7PIFE-536U-RPEO-MW7N-9EB6DS46UWLS,1822.45,USD,18,A,P,78.124,paris,75001,fr,FALSE,fr-FR,CREDITCARD,AMEX,94300,,FR,94300,,FR,,8,24,3/17/2007 13:12
G6885489056913345,PKR1VYKA-0XNT-GXET-B93E-RGC07SXN4XUR,38.33,NOK,5,A,P,79.102,blekinge lan,37100,se,TRUE,sv-SE,CREDITCARD,MC,11639,,SE,11639,,SE,M,3,4,2/10/2007 17:17
N7398976196278353,QUWMUL6G-695H-476B-M5C0-5DFUSGNH2QF4,1279.67,USD,17,A,P,108.196,arkansas,72205,us,FALSE,en-US,CREDITCARD,VISA,72211,AR,US,72211,AR,US,M,4,15,3/10/2007 8:17
U8714709917859281,8BU8UYU7-XB4Z-M85U-ZRJX-D3D78KV0GK3S,1300.69,USD,9,A,P,67.174,illinois,60102,us,FALSE,en-US,CREDITCARD,VISA,60118,IL,US,60118,IL,US,M,4,15,2/11/2007 1:15
O4262617362633662,NZOLG2PW-4ARY-XA4I-Z2JB-DX268GY6QCVY,315.81,USD,19,A,P,98.247,washington,98203,us,FALSE,en-US,CREDITCARD,MC,98133,WA,US,98133,WA,US,M,1,6,2/20/2007 14:50
U1148991878354282,UN239P1C-U35V-UOES-S0L8-B3SOAUNDQZ9U,1229.36,USD,7,A,P,90.227,stockholms lan,11858,se,FALSE,sv-SE,CREDITCARD,VISA,18450,,SE,18450,,SE,M,6,21,4/28/2007 7:46
B3461514381378921,WPT6G150-HWLL-P21R-4S77-N05SPXMTP7NZ,319.86,USD,1,A,P,99.18,alabama,36606,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,10,3,4/29/2007 6:39
K9071705814858614,HJWF2JKW-9HRI-S0XJ-RBG3-I5Y43ALN2ORU,478.62,USD,21,A,P,67.164,new mexico,87505,us,FALSE,en-US,PAYPAL,MC,87507,NM,US,87507,NM,US,M,5,0,2/10/2007 9:48
E1398673830887513,8TWRQ4DG-MZY2-XF7H-ZG8M-5LRIR4P71B5U,1804.78,USD,5,A,P,24.151,tennessee,37660,us,FALSE,en-US,CREDITCARD,,37862,TN,US,37862,TN,US,M,2,11,2/23/2007 2:31
A5913347739714921,7CZ9MB3W-GHPQ-6CCH-RS64-NYNTGDYLEJEJ,1826.48,USD,15,A,P,80.33,madrid,28001,es,TRUE,eu-ES,CREDITCARD,VISA,29600,M�laga,ES,29600,M�laga,ES,M,0,19,2/23/2007 0:36
I7597635226711652,OQYPRT9W-CYWK-JGD7-VYG0-C0C0K4KSQA6S,500.89,USD,23,A,P,142.11,alberta,t1x 1e1,ca,FALSE,en-CA,CREDITCARD,VISA,T2M 0L4,AB,CA,T2M 0L4,AB,CA,M,9,25,3/10/2007 16:34
S1824959958228270,JGC93P5Y-0SOH-LVLV-TERR-FFQ709SKAL2T,993.62,USD,7,A,P,216.15,new york,14534,us,FALSE,en-AU,CREDITCARD,VISA,6210,Western Australia,AU,6210,Western Australia,AU,M,4,10,3/24/2007 22:57
Q8583409538728217,R0PF6D5R-JSQZ-BL2L-X2US-RQF95AK9S8AO,911.06,USD,3,A,P,208.13,massachusetts,2090,us,FALSE,en-US,CREDITCARD,AMEX,40206,KY,US,40206,KY,US,M,8,16,4/12/2007 7:45
V3241584028057388,G028APPA-T6RE-NL9N-IRKO-EGPHPY3Q6AXZ,523.3,USD,9,A,P,46.26,madrid,28001,es,TRUE,de-DE,CREDITCARD,VISA,30455,,DE,30455,,DE,M,7,5,8/9/2007 9:36
C5994959077037310,UVWAJIKX-A0J2-1BOB-X2UC-MGR09RXLIT0E,24.01,USD,10,A,P,72.19,massachusetts,1003,us,FALSE,en-US,CREDITCARD,DISCOVER,1077,MA,US,1077,MA,US,M,6,15,8/21/2007 16:59
S2245675125146751,P08XE5KR-72HS-XI6D-GHM7-TFAJG6AO89L4,359.64,USD,18,A,P,142.217,quebec,h2y 2j7,ca,FALSE,fr-CA,CREDITCARD,VISA,J0Z1S0,QC,CA,J0Z1S0,QC,CA,M,0,25,2/10/2007 21:01
B5659233488634804,O6L24ZCO-PTJR-PLGT-BAW3-N6IMAFK408LV,1634.61,USD,3,A,P,75.12,georgia,30309,us,FALSE,en-US,CREDITCARD,,36523,AL,US,36523,AL,US,M,5,21,2/17/2007 11:21
U5009434873656702,X7QYY720-7VS3-G5KO-TNG2-NS5A66UZI56J,249.83,BRL,5,A,P,109.99,bucuresti,70000,ro,FALSE,fr-FR,CREDITCARD,VISA,78910,,FR,78910,,FR,M,2,4,4/6/2007 9:05
N4116585843257513,N4VBE1PT-TMTI-YNGZ-ZGPI-X9QIJCJ7HDTS,688.93,USD,4,A,P,96.225,virginia,23509,us,FALSE,en-US,CREDITCARD,MC,23605,VA,US,23605,VA,US,M,2,24,4/24/2007 8:05
O5524568844194906,V9E5HLUO-PHX1-8NGM-O3W5-KGY9NS43HNY8,979.98,USD,12,A,P,208.189,texas,75075,us,TRUE,en-US,CREDITCARD,,76013,TX,US,76013,TX,US,M,6,4,4/14/2007 14:00
D2260695529616531,W71E3FDU-G2OW-Q2SX-75MK-7SN5928YAKLM,665.88,USD,13,A,P,108.234,texas,75081,us,FALSE,en-US,CREDITCARD,VISA,75087,TX,US,75087,TX,US,M,6,1,9/22/2007 13:23
